Grupo,Cat_Ench,Cat_Precip,Frecuencia,Volumen,Precipitac,Ingreso,Rezago,Población,Capacidad,Densidad,Conectivid,Severida50,Severida90,Severida75,id
13,4,1,71,97.95898,510.0375,0.71,3,2486,194049630.0,1109.15348,3.0,0.06159,0.03097,0.04245,990
13,4,1,71,97.95898,512.20833,0.7,3,1676,4498910.0,85.68942,,0.06159,0.03097,0.04245,991
13,4,1,71,97.95898,513.8125,0.71,3,1103,5242670.0,121.56836,,0.06159,0.03097,0.04245,992
13,4,1,86,522.44259,506.84211,0.59,3,4092,76315500.0,243.15433,,0.12282,0.12408,0.12361,993
7,2,3,8,2.69531,649.715,0.69,3,5004,3082124.0,9.13408,3.0,0.00531,0.00157,0.00298,994
7,2,3,6,1.21042,644.14773,0.61,3,5904,627219.0,2.9596,3.0,0.00371,0.00097,0.002,995
2,1,2,2,0.0125,633.61667,0.69,3,5121,74698600.0,285.17839,,0.00071,0.00014,0.00036,996
2,1,2,3,3.50417,623.15,0.63,3,7071,38373910.0,152.1765,3.0,0.00184,0.00103,0.00134,997
2,1,2,4,44.25312,623.89583,0.65,3,5368,72294545.0,261.29365,7.0,0.00741,0.00991,0.00897,998
9,3,1,23,85.29293,569.07692,0.58,3,6403,34593100.0,85.95987,1.0,0.02584,0.02141,0.02307,999
9,3,1,23,85.29293,558.25,0.57,3,4751,60559000.0,150.54458,3.0,0.02584,0.02141,0.02307,1000
9,3,1,23,85.29293,562.34,0.63,3,8045,,,,0.02584,0.02141,0.02307,1001
5,2,1,7,12.86429,512.65278,0.64,3,3803,20917037.2,77.13348,,0.00581,0.00361,0.00443,1002
13,4,1,73,152.6036,510.49,0.55,3,5215,15109150.0,39.81931,1.0,0.06952,0.04297,0.05293,1003
13,4,1,135,286.94981,506.93478,0.55,3,5438,49250160.0,131.93573,1.0,0.12974,0.0806,0.09903,1004
7,2,3,21,5.60952,671.44444,0.68,3,6156,71394559.0,157.34249,4.0,0.01493,0.00405,0.00813,1005
7,2,3,21,5.60952,662.63426,0.76,3,6775,796666.0,2.33311,3.0,0.01493,0.00405,0.00813,1006
7,2,3,14,1.79554,656.58,0.73,3,7579,23774836.3,57.77336,2.0,0.00948,0.00224,0.00495,1007
10,3,2,30,4.51583,636.69444,0.77,3,4288,160889480.0,465.20394,4.0,0.02122,0.0051,0.01115,1008
6,2,2,7,6.72143,576.93125,0.59,3,5816,33505400.0,110.51278,,0.00508,0.00229,0.00334,1009
5,2,1,7,6.72143,571.52841,0.69,3,6023,35888698.0,108.07982,7.0,0.00508,0.00229,0.00334,1010
1,1,1,1,0.0125,567.87963,0.56,3,5194,34846950.0,90.38108,1.0,0.0,0.0,0.0,1011
9,3,1,66,272.4453,517.95833,0.6,3,2708,,,,0.07879,0.06765,0.07183,1012
9,3,1,66,272.4453,517.09722,0.63,3,4701,,,,0.07879,0.06765,0.07183,1013
9,3,1,66,272.4453,514.25,0.62,3,3845,,,,0.07879,0.06765,0.07183,1014
13,4,1,73,152.6036,509.26894,0.59,3,5712,24079436.0,42.71441,1.0,0.06952,0.04297,0.05293,1015
13,4,1,135,286.94981,506.57143,0.52,3,6728,73544910.0,173.04387,5.0,0.12974,0.0806,0.09903,1016
1,1,1,1,0.0125,506.01389,0.54,3,4481,119183770.0,300.64965,1.0,0.0,0.0,0.0,1017
7,2,3,8,4.07188,670.54861,0.84,3,2522,52551840.0,186.20556,,0.00548,0.00187,0.00322,1018
11,3,3,29,19.69353,648.47321,0.74,3,2581,2549645.0,10.91763,3.0,0.02231,0.00821,0.0135,1019
11,3,3,29,19.69353,644.20833,0.71,3,2784,3096223.0,17.16933,1.0,0.02231,0.00821,0.0135,1020
11,3,3,29,19.69353,640.08333,0.72,3,3327,4907746.0,23.3545,,0.02231,0.00821,0.0135,1021
10,3,2,22,5.7767,635.96875,0.71,3,4288,3987810.0,16.96981,,0.01566,0.00423,0.00852,1022
6,2,2,7,34.31786,628.16346,0.84,3,2239,301252100.0,464.37752,1.0,0.00836,0.00821,0.00827,1023
6,2,2,12,22.38333,618.60069,0.51,3,11611,15845909.0,28.84718,3.0,0.01051,0.00636,0.00792,1024
6,2,2,9,70.78472,610.06897,0.56,3,7202,3214782.0,7.63526,9.0,0.01413,0.01631,0.01549,1025
6,2,2,11,21.82614,597.23864,0.5,3,8080,10451979.2,15.26099,3.0,0.00973,0.0061,0.00746,1026
9,3,1,66,272.4453,514.5,0.63,3,3654,,,,0.07879,0.06765,0.07183,1027
9,3,1,66,272.4453,512.26923,0.63,3,4101,13103282.0,63.44955,3.0,0.07879,0.06765,0.07183,1028
13,4,1,73,152.6036,507.35598,0.6,3,6933,25808410.0,36.80341,,0.06952,0.04297,0.05293,1029
7,2,3,8,4.07188,671.51136,0.85,3,3488,7529670.0,24.23833,,0.00548,0.00187,0.00322,1030
11,3,3,30,17.01458,657.94643,0.88,3,1274,1078120.0,8.26655,1.0,0.02271,0.00778,0.01338,1031
11,3,3,30,17.01458,652.66667,0.86,3,1184,,,,0.02271,0.00778,0.01338,1032
13,4,1,73,152.6036,510.995,0.55,3,7052,14004250.0,29.90473,1.0,0.06952,0.04297,0.05293,1033
13,4,1,354,335.34809,506.17391,0.52,3,6765,10531020.0,26.47467,,0.2917,0.12221,0.18577,1034
13,4,1,354,335.34809,504.2,0.55,3,4075,784644.0,2.60565,,0.2917,0.12221,0.18577,1035
9,3,1,45,145.92972,502.78409,0.6,3,4491,,,,0.04875,0.03754,0.04175,1036
9,3,1,45,145.92972,501.0625,0.64,3,2305,,,,0.04875,0.03754,0.04175,1037
7,2,3,10,16.17625,669.52778,0.86,3,2675,188254530.0,702.23607,7.0,0.00834,0.00475,0.0061,1038
3,1,3,4,0.0125,658.40625,0.85,3,1542,1703740.0,12.1742,,0.00214,0.00043,0.00107,1039
7,2,3,10,0.88125,645.04762,0.79,3,4074,2174270.0,7.30611,,0.00652,0.00147,0.00336,1040
7,2,3,10,0.88125,639.24107,0.75,3,3674,2821690.0,12.34438,1.0,0.00652,0.00147,0.00336,1041
10,3,2,22,5.7767,634.35,0.71,3,5524,8393960.0,31.81815,1.0,0.01566,0.00423,0.00852,1042
6,2,2,12,22.38333,622.45312,0.56,3,7828,4859075.0,14.87825,3.0,0.01051,0.00636,0.00792,1043
6,2,2,13,0.0125,614.85119,0.62,3,6400,12751370.0,33.92917,2.0,0.00856,0.00171,0.00428,1044
6,2,2,6,449.00625,601.80682,0.6,3,5691,9622622.0,27.49205,1.0,0.05702,0.09693,0.08196,1045
6,2,2,5,0.0125,574.95312,0.6,3,4849,,,,0.00285,0.00057,0.00143,1046
5,2,1,7,0.0125,570.24306,0.67,3,6313,163598570.0,503.52596,1.0,0.00428,0.00086,0.00214,1047
13,4,1,293,138.22769,559.32143,0.72,3,6429,55118520.0,159.72538,9.0,0.22473,0.07127,0.12882,1048
13,4,1,293,138.22769,553.22222,0.68,3,4665,2878450.0,10.32643,,0.22473,0.07127,0.12882,1049
13,4,1,293,138.22769,555.53906,0.71,3,7722,8110640.0,26.51866,4.0,0.22473,0.07127,0.12882,1050
9,3,1,23,74.13913,527.69697,0.55,3,5668,28957340.0,51.53839,2.0,0.02452,0.01902,0.02108,1051
9,3,1,23,74.13913,521.44286,0.54,3,4498,50066800.0,87.21228,1.0,0.02452,0.01902,0.02108,1052
9,3,1,23,74.13913,514.83468,0.48,3,6839,1188566.0,2.20591,,0.02452,0.01902,0.02108,1053
13,4,1,354,335.34809,503.81597,0.52,3,6911,1321350.0,2.43117,,0.2917,0.12221,0.18577,1054
13,4,1,354,335.34809,500.72115,0.52,3,4851,39173560.0,64.5621,4.0,0.2917,0.12221,0.18577,1055
9,3,1,45,145.92972,500.35417,0.61,3,3526,,,,0.04875,0.03754,0.04175,1056
9,3,1,45,145.92972,499.84375,0.65,3,3169,,,,0.04875,0.03754,0.04175,1057
7,2,3,15,41.07417,641.68182,0.83,3,2275,2536370.0,7.40088,4.0,0.01487,0.0108,0.01233,1058
6,2,2,15,41.07417,633.30556,0.71,3,2107,164819472.0,307.72112,12.0,0.01487,0.0108,0.01233,1059
2,1,2,3,20.00417,627.33333,0.77,3,3370,2683637.0,11.19584,,0.00381,0.00457,0.00428,1060
6,2,2,19,55.08421,622.66129,0.68,3,841,3045630.0,7.06129,1.0,0.01939,0.01437,0.01625,1061
2,1,2,4,0.0125,610.95588,0.66,3,5205,,,,0.00214,0.00043,0.00107,1062
10,3,2,33,51.81591,580.325,0.64,3,4000,1741079.69,5.08557,3.0,0.02899,0.01567,0.02066,1063
2,1,2,2,24.00625,573.9875,0.67,3,2846,54492473.0,270.0892,1.0,0.00357,0.00528,0.00464,1064
1,1,1,1,0.0125,569.19531,0.69,3,3796,62117592.0,263.6198,,0.0,0.0,0.0,1065
9,3,1,47,98.65053,560.14062,0.78,3,2278,5222017.8,33.33893,8.0,0.04455,0.0277,0.03402,1066
9,3,1,47,98.65053,554.8125,0.78,3,1331,8850505.0,119.16264,,0.04455,0.0277,0.03402,1067
5,2,1,11,20.50795,552.40625,0.67,3,3477,6590890.0,31.80831,7.0,0.00957,0.00582,0.00723,1068
5,2,1,11,20.50795,547.21635,0.7,3,3819,35285736.7,85.05862,6.0,0.00957,0.00582,0.00723,1069
9,3,1,49,39.21352,537.4,0.56,3,3409,10741629.2,67.4981,3.0,0.0389,0.01525,0.02412,1070
9,3,1,39,53.63237,498.40625,0.0,0,0,,,2.0,0.03349,0.01691,0.02313,1071
9,3,1,42,85.03155,497.325,0.48,3,4418,21245090.0,56.70195,4.0,0.03937,0.02407,0.0298,1072
6,2,2,13,1.74135,632.19048,0.64,3,5502,429358011.0,1263.83693,3.0,0.00877,0.00208,0.00459,1073
6,2,2,5,76.805,624.6875,0.6,3,6451,80655702.0,208.54917,5.0,0.012,0.01703,0.01514,1074
6,2,2,14,8.58214,583.61184,0.66,3,4391,428638.0,1.7356,1.0,0.01029,0.00369,0.00617,1075
6,2,2,14,8.58214,577.97321,0.61,3,2708,4179470.0,15.27328,1.0,0.01029,0.00369,0.00617,1076
1,1,1,2,24.00625,571.38462,0.77,3,2628,88342801.3,489.38266,5.0,0.00357,0.00528,0.00464,1077
9,3,1,47,98.65053,564.675,0.81,3,1922,20327573.0,132.72726,3.0,0.04455,0.0277,0.03402,1078
9,3,1,47,98.65053,565.77083,0.79,3,1634,12182040.0,104.91745,2.0,0.04455,0.0277,0.03402,1079
9,3,1,47,98.65053,561.875,0.8,3,2275,7037010.0,43.66046,9.0,0.04455,0.0277,0.03402,1080
5,2,1,7,53.43571,556.69318,0.9,3,2216,4892150.0,27.28775,3.0,0.01064,0.0123,0.01168,1081
5,2,1,7,53.43571,555.4,0.89,3,2434,1954950.0,13.47671,2.0,0.01064,0.0123,0.01168,1082
9,3,1,49,39.21352,539.61607,0.64,3,2422,11480200.0,51.84737,1.0,0.0389,0.01525,0.02412,1083
9,3,1,23,74.13913,529.64167,0.58,3,4692,3365465.0,6.95258,1.0,0.02452,0.01902,0.02108,1084
9,3,1,23,74.13913,521.89688,0.56,3,5306,23065170.0,41.38448,1.0,0.02452,0.01902,0.02108,1085
2,1,2,4,8.00625,583.03289,0.64,3,6604,1203060.0,3.32688,,0.00309,0.00214,0.0025,1086
1,1,1,2,180.00625,564.41071,0.71,3,4229,22980769.8,108.71637,,0.02214,0.03871,0.0325,1087
5,2,1,10,84.08875,560.41667,0.67,3,2838,,,,0.01643,0.0193,0.01822,1088
5,2,1,10,6.41,555.27206,0.63,3,4053,,,,0.00718,0.00265,0.00435,1089
5,2,1,5,0.0125,546.93269,0.61,3,2622,7432220.39,31.04108,1.0,0.00285,0.00057,0.00143,1090
9,3,1,49,39.21352,538.57955,0.67,3,3532,7626220.0,39.26643,,0.0389,0.01525,0.02412,1091
9,3,1,49,39.21352,533.44444,0.64,3,3179,12138486.0,64.91876,,0.0389,0.01525,0.02412,1092
9,3,1,49,39.21352,529.48077,0.65,3,2771,9211707.0,48.16732,1.0,0.0389,0.01525,0.02412,1093
9,3,1,49,39.21352,524.5625,0.61,3,2025,7780010.0,57.01036,2.0,0.0389,0.01525,0.02412,1094
13,4,1,126,70.55069,511.16346,0.55,3,7504,22610024.9,40.11229,1.0,0.09756,0.03295,0.05718,1095
5,2,1,17,23.80221,534.42969,0.54,3,3377,17550760.0,63.87178,5.0,0.01424,0.00738,0.00995,1096
5,2,1,17,23.80221,527.89338,0.55,3,6084,19396196.0,43.53298,3.0,0.01424,0.00738,0.00995,1097
6,2,2,19,57.20724,614.58929,0.61,3,7298,5653040.0,15.60364,1.0,0.01965,0.01482,0.01663,1098
5,2,1,10,84.08875,561.95455,0.6,3,3743,802426.0,5.21958,,0.01643,0.0193,0.01822,1099
10,3,2,24,46.46563,604.65705,0.56,3,11105,424454400.0,671.17413,4.0,0.02194,0.01324,0.0165,1100
10,3,2,39,106.71026,582.15972,0.62,3,5738,3324330.0,12.44602,,0.03981,0.02828,0.03261,1101
5,2,1,17,31.12279,566.73214,0.53,3,4984,,,,0.01512,0.00895,0.01126,1102
10,3,2,23,11.8788,598.10648,0.91,3,4541,83403580.0,217.85146,5.0,0.0171,0.00568,0.00996,1103
6,2,2,15,142.1075,573.20833,0.58,3,6058,,,,0.0269,0.03245,0.03037,1104
9,3,1,29,27.28534,567.91159,0.59,3,17152,,,,0.02322,0.00984,0.01486,1105
5,2,1,8,4.51094,564.5,0.55,3,9740,1487058.0,4.06404,,0.00553,0.00196,0.0033,1106
9,3,1,29,27.28534,542.54545,0.41,2,9182,,,,0.02322,0.00984,0.01486,1107
6,2,2,13,10.47212,581.54688,0.47,3,3992,3754410.0,25.32352,,0.0098,0.00395,0.00615,1108
6,2,2,13,10.47212,579.58333,0.54,3,5975,3820084.0,18.61602,2.0,0.0098,0.00395,0.00615,1109
5,2,1,11,18.55114,571.71667,0.52,3,3705,,,,0.00934,0.0054,0.00688,1110
5,2,1,8,4.51094,565.39583,0.5,3,3444,5672759.9,31.02422,2.0,0.00553,0.00196,0.0033,1111
5,2,1,11,18.55114,566.0375,0.49,3,3230,892793.0,5.64812,1.0,0.00934,0.0054,0.00688,1112
5,2,1,8,4.51094,553.0597,0.0,0,51,8551886.5,8.06898,2.0,0.00553,0.00196,0.0033,1113
6,2,2,11,18.55114,572.33553,0.52,3,7660,4832840.0,15.31073,1.0,0.00934,0.0054,0.00688,1114
5,2,1,11,18.55114,566.90625,0.52,3,3836,5527744.0,24.4949,,0.00934,0.0054,0.00688,1115
5,2,1,5,0.0125,562.05357,0.55,3,3600,,,2.0,0.00285,0.00057,0.00143,1116
5,2,1,5,0.0125,559.375,0.59,3,2766,4982057.0,41.16039,,0.00285,0.00057,0.00143,1117
5,2,1,6,9.34375,505.40625,0.53,3,1933,,,,0.00468,0.00271,0.00345,1118
9,3,1,64,73.14707,507.28409,0.6,3,4273,5130430.0,27.61068,,0.05364,0.02466,0.03553,1119
5,2,1,15,159.07667,568.20956,0.74,3,3970,6783339.0,11.88109,3.0,0.02892,0.03608,0.0334,1120
6,2,2,15,159.07667,585.4403,0.32,3,399,217460908.0,221.38166,10.0,0.02892,0.03608,0.0334,1121
9,3,1,25,199.8235,520.07955,0.56,3,4934,,,,0.04091,0.04624,0.04424,1122
9,3,1,25,199.8235,517.17763,0.55,3,4342,,,,0.04091,0.04624,0.04424,1123
10,3,2,22,11.23409,611.80208,0.54,3,3915,22575680.0,112.83539,,0.01631,0.0054,0.00949,1124
10,3,2,22,11.23409,618.73148,0.57,3,3641,8807720.0,21.57637,,0.01631,0.0054,0.00949,1125
6,2,2,15,159.07667,600.41511,0.0,0,0,164519070.0,72.57957,6.0,0.02892,0.03608,0.0334,1126
9,3,1,45,145.92972,501.9875,0.55,3,2058,,,,0.04875,0.03754,0.04175,1127
9,3,1,45,145.92972,501.51562,0.61,3,2398,,,,0.04875,0.03754,0.04175,1128
11,3,3,30,17.01458,656.15625,0.81,3,932,26681700.0,340.04345,,0.02271,0.00778,0.01338,1129
11,3,3,30,17.01458,653.17188,0.79,3,1130,20123000.0,216.88585,,0.02271,0.00778,0.01338,1130
5,2,1,13,155.23654,507.75,0.52,3,10357,7834630.0,18.66906,5.0,0.02704,0.03497,0.032,1131
5,2,1,6,6.67708,510.14583,0.53,3,6912,5898139.5,14.45715,2.0,0.00436,0.00214,0.00297,1132
6,2,2,9,152.50556,594.2,0.68,3,4542,11488.2998,0.03712,,0.02386,0.03382,0.03008,1133
9,3,1,39,53.63237,498.21739,0.45,3,6663,,,,0.03349,0.01691,0.02313,1134
5,2,1,8,114.38125,500.575,0.5,3,4427,3634370.0,14.65273,,0.01861,0.02551,0.02292,1135
9,3,1,25,40.736,503.67763,0.62,3,4700,6407816.0,21.61753,3.0,0.02197,0.01215,0.01583,1136
9,3,1,39,53.63237,495.89062,0.5,3,7213,,,,0.03349,0.01691,0.02313,1137
9,3,1,42,85.03155,494.27083,0.48,3,5083,3759230.0,19.43993,,0.03937,0.02407,0.0298,1138
5,2,1,7,61.3625,494.55357,0.53,3,4120,3041350.0,20.27598,,0.01158,0.014,0.0131,1139
5,2,1,7,61.3625,494.35833,0.5,3,4473,15401310.0,80.01559,6.0,0.01158,0.014,0.0131,1140
5,2,1,7,61.3625,492.05,0.47,3,3809,6454170.0,40.19094,,0.01158,0.014,0.0131,1141
9,3,1,32,17.91641,503.875,0.59,3,6991,,,,0.02424,0.00826,0.01425,1142
5,2,1,6,0.0125,492.88542,0.49,3,5352,2312980.0,11.28251,,0.00357,0.00071,0.00178,1143
9,3,1,25,40.736,496.09375,0.54,3,6262,996760.0,3.73557,,0.02197,0.01215,0.01583,1144
9,3,1,32,17.91641,504.94853,0.59,3,5433,2296953.0,9.73186,2.0,0.02424,0.00826,0.01425,1145
5,2,1,5,4.8075,509.98611,0.59,3,7787,,,,0.00342,0.0016,0.00228,1146
9,3,1,32,17.91641,497.93421,0.52,3,6944,2623612.0,9.83543,1.0,0.02424,0.00826,0.01425,1147
5,2,1,6,0.0125,492.6,0.48,3,4923,1030220.0,5.67413,1.0,0.00357,0.00071,0.00178,1148
5,2,1,14,8.58214,570.39286,0.63,3,4283,92264212.9,462.48875,,0.01029,0.00369,0.00617,1149
2,1,2,4,8.00625,576.68056,0.67,3,3772,1442550.0,8.63229,,0.00309,0.00214,0.0025,1150
6,2,2,7,6.86786,586.2621,0.61,3,4838,4853879.0,9.80301,3.0,0.0051,0.00232,0.00336,1151
2,1,2,1,0.2,575.76786,0.6,3,5516,,,,2e-05,4e-05,3e-05,1152
5,2,1,9,6.01111,568.58929,0.62,3,3798,115622401.0,585.94199,2.0,0.00642,0.00243,0.00392,1153
5,2,1,10,84.08875,556.75,0.6,3,3015,,,,0.01643,0.0193,0.01822,1154
5,2,1,10,6.41,554.43182,0.65,3,3746,1370620.0,9.52547,1.0,0.00718,0.00265,0.00435,1155
9,3,1,26,7.96106,521.51136,0.54,3,6228,10107847.0,33.24556,3.0,0.01878,0.00527,0.01034,1156
9,3,1,26,7.96106,514.27778,0.56,3,7549,7997790.0,29.07841,,0.01878,0.00527,0.01034,1157
5,2,1,6,0.0125,490.05357,0.48,3,5889,,,1.0,0.00357,0.00071,0.00178,1158
1,1,1,1,0.0125,489.23438,0.48,3,3112,470721.0,3.2668,,0.0,0.0,0.0,1159
1,1,1,1,0.0125,489.78571,0.44,3,2022,2484223.0,17.64092,2.0,0.0,0.0,0.0,1160
1,1,1,1,0.0125,490.06818,0.4,3,2361,6310090.0,40.37824,,0.0,0.0,0.0,1161
1,1,1,1,0.0125,487.95312,0.45,3,3680,,,,0.0,0.0,0.0,1162
9,3,1,50,43.82825,556.25,0.61,3,2671,1822330.0,19.27135,,0.04017,0.01638,0.0253,1163
1,1,1,4,0.0125,542.22059,0.61,3,5787,5930449.0,25.67548,5.0,0.00214,0.00043,0.00107,1164
9,3,1,44,14.23778,527.00893,0.59,3,6252,7905480.0,30.66972,,0.03236,0.00918,0.01788,1165
9,3,1,44,14.23778,526.625,0.53,3,7239,885130.0,3.84657,,0.03236,0.00918,0.01788,1166
9,3,1,44,14.23778,529.94444,0.58,3,6882,14890300.0,53.89219,,0.03236,0.00918,0.01788,1167
9,3,1,32,17.91641,499.29545,0.51,3,5543,,,,0.02424,0.00826,0.01425,1168
5,2,1,6,16.67708,493.33088,0.48,3,5077,3006030.0,13.07484,1.0,0.00555,0.00428,0.00476,1169
5,2,1,6,0.0125,489.59375,0.44,3,5512,,,,0.00357,0.00071,0.00178,1170
1,1,1,1,0.0125,487.09091,0.4,3,3849,,,,0.0,0.0,0.0,1171
1,1,1,1,0.0125,488.925,0.45,3,3440,,,,0.0,0.0,0.0,1172
5,2,1,6,0.0125,522.49107,0.53,3,6255,,,,0.00357,0.00071,0.00178,1173
5,2,1,9,6.67778,517.85714,0.54,3,7190,,,,0.0065,0.00257,0.00404,1174
5,2,1,9,6.67778,514.6625,0.5,3,7028,,,,0.0065,0.00257,0.00404,1175
9,3,1,32,17.91641,503.66667,0.51,3,5920,1435480.0,7.01809,,0.02424,0.00826,0.01425,1176
5,2,1,6,16.67708,490.89423,0.47,3,7935,,,,0.00555,0.00428,0.00476,1177
9,3,1,32,17.91641,496.075,0.45,3,3950,,,,0.02424,0.00826,0.01425,1178
5,2,1,6,0.0125,500.25,0.5,3,6290,598200.0,2.55917,,0.00357,0.00071,0.00178,1179
9,3,1,44,14.23778,535.44318,0.52,3,5171,8721330.0,47.71211,,0.03236,0.00918,0.01788,1180
9,3,1,50,43.82825,550.08333,0.54,3,7540,,,,0.04017,0.01638,0.0253,1181
1,1,1,3,0.0125,485.97708,0.45,3,6269,,,,0.00143,0.00029,0.00071,1182
1,1,1,1,0.0125,487.16667,0.42,3,2582,,,,0.0,0.0,0.0,1183
9,3,1,29,27.28534,559.67308,0.56,3,7546,458692.0,1.46885,1.0,0.02322,0.00984,0.01486,1184
9,3,1,44,14.23778,520.10833,0.51,3,7163,,,,0.03236,0.00918,0.01788,1185
1,1,1,1,0.0125,484.7637,0.41,3,3795,,,,0.0,0.0,0.0,1186
6,2,2,13,10.47212,583.9625,0.5,3,5237,1903920.0,12.04167,,0.0098,0.00395,0.00615,1187
6,2,2,13,10.47212,585.05357,0.54,3,5186,60975086.0,333.42805,6.0,0.0098,0.00395,0.00615,1188
6,2,2,9,1.67639,577.44231,0.52,3,5351,,,,0.0059,0.0015,0.00315,1189
6,2,2,9,1.67639,571.89062,0.58,3,5467,4726570.0,22.0431,,0.0059,0.0015,0.00315,1190
2,1,2,1,9.0,573.86538,0.58,3,4085,28396807.0,149.56643,3.0,0.00107,0.00193,0.0016,1191
1,1,1,1,0.0125,511.95,0.66,3,1513,68296810.0,416.41058,,0.0,0.0,0.0,1192
1,1,1,1,0.0125,510.46429,0.66,3,1799,85804640.0,775.11304,2.0,0.0,0.0,0.0,1193
1,1,1,1,0.0125,511.26389,0.61,3,2275,72866940.0,571.96148,,0.0,0.0,0.0,1194
5,2,1,10,52.305,521.21094,0.6,3,5182,2406780.0,3.06811,3.0,0.01264,0.01249,0.01255,1195
9,3,1,64,73.14707,506.91071,0.79,3,1361,4113400.0,33.95866,,0.05364,0.02466,0.03553,1196
1,1,1,1,1.6,505.3125,0.82,3,1205,,,,0.00019,0.00034,0.00028,1197
7,2,3,6,2.51042,640.67105,0.68,3,7561,,,,0.00386,0.00125,0.00223,1198
3,1,3,1,1.0,640.39583,0.72,3,2393,,,,0.00012,0.00021,0.00018,1199
6,2,2,7,6.72143,586.64583,0.64,3,2507,26092840.0,37.95127,3.0,0.00508,0.00229,0.00334,1200
6,2,2,21,74.62798,579.34,0.67,3,3979,817538.0,2.10592,,0.02315,0.01884,0.02046,1201
9,3,1,31,622.16492,503.96429,0.66,3,3123,4238040.0,31.22868,1.0,0.09546,0.1376,0.1218,1202
9,3,1,45,145.92972,502.90625,0.64,3,2841,,,,0.04875,0.03754,0.04175,1203
9,3,1,45,145.92972,502.20312,0.6,3,2328,,,,0.04875,0.03754,0.04175,1204
13,4,1,293,138.22769,562.78333,0.67,3,5139,38786940.0,172.69547,2.0,0.22473,0.07127,0.12882,1205
6,2,2,19,55.08421,616.61029,0.69,3,4183,,,,0.01939,0.01437,0.01625,1206
2,1,2,3,0.0125,611.21875,0.73,3,3289,,,,0.00143,0.00029,0.00071,1207
10,3,2,30,103.80792,605.71875,0.6,3,1868,189869.0,1.47923,2.0,0.03304,0.02638,0.02888,1208
10,3,2,30,103.80792,602.64,0.65,3,3964,,,,0.03304,0.02638,0.02888,1209
2,1,2,1,0.0125,617.93269,0.63,3,3136,1618020.0,9.33717,,0.0,0.0,0.0,1210
2,1,2,3,0.0125,613.81944,0.63,3,4271,456871.0,2.39217,1.0,0.00143,0.00029,0.00071,1211
6,2,2,9,10.00972,617.59091,0.7,3,2189,8004727.69,44.61755,2.0,0.0069,0.00328,0.00464,1212
6,2,2,9,10.00972,616.32812,0.59,3,5247,,,,0.0069,0.00328,0.00464,1213
6,2,2,14,8.58214,571.98214,0.64,3,3454,65290652.0,250.8328,,0.01029,0.00369,0.00617,1214
5,2,1,5,0.0125,543.9,0.67,3,2159,4042176.0,50.01488,3.0,0.00285,0.00057,0.00143,1215
5,2,1,17,23.80221,540.27344,0.59,3,3903,1167189.0,4.54699,2.0,0.01424,0.00738,0.00995,1216
2,1,2,4,162.00313,572.56818,0.68,3,4150,8736837.0,48.92951,1.0,0.02142,0.03514,0.03,1217
2,1,2,4,162.00313,575.22115,0.76,3,4120,4410810.0,18.00325,,0.02142,0.03514,0.03,1218
2,1,2,4,162.00313,578.5,0.73,3,5487,10689536.0,55.8296,2.0,0.02142,0.03514,0.03,1219
2,1,2,4,188.25625,598.5,0.69,3,4199,,,,0.02455,0.04077,0.03468,1220
6,2,2,7,6.86786,593.92188,0.64,3,3807,,,,0.0051,0.00232,0.00336,1221
5,2,1,5,0.0125,551.58333,0.63,3,5688,132882.0,0.78899,,0.00285,0.00057,0.00143,1222
5,2,1,5,0.0125,546.74107,0.64,3,4441,3648580.0,18.68384,2.0,0.00285,0.00057,0.00143,1223
5,2,1,9,6.01111,558.98438,0.57,3,3512,2275390.0,17.54984,,0.00642,0.00243,0.00392,1224
5,2,1,17,31.12279,561.725,0.54,3,3145,,,,0.01512,0.00895,0.01126,1225
9,3,1,32,17.91641,498.35,0.46,3,4582,,,,0.02424,0.00826,0.01425,1226
9,3,1,32,17.91641,496.2625,0.43,3,5110,,,,0.02424,0.00826,0.01425,1227
5,2,1,9,6.67778,511.09821,0.45,3,6062,,,,0.0065,0.00257,0.00404,1228
5,2,1,9,6.67778,510.50781,0.42,3,6973,,,,0.0065,0.00257,0.00404,1229
2,1,2,3,135.91667,580.71875,0.73,3,2110,,,1.0,0.01761,0.02941,0.02498,1230
2,1,2,3,135.91667,573.89583,0.78,3,2003,5330640.0,39.54793,3.0,0.01761,0.02941,0.02498,1231
2,1,2,2,0.0125,581.25,0.65,3,501,263428.0,20.41657,,0.00071,0.00014,0.00036,1232
2,1,2,2,0.0125,577.96429,0.55,3,1474,2053070.0,20.71378,,0.00071,0.00014,0.00036,1233
2,1,2,2,0.0125,578.3,0.75,3,2732,4344580.0,41.32765,,0.00071,0.00014,0.00036,1234
9,3,1,50,43.82825,553.5375,0.52,3,4601,,,,0.04017,0.01638,0.0253,1235
9,3,1,29,27.28534,554.75,0.59,3,3856,2022230.0,18.12773,1.0,0.02322,0.00984,0.01486,1236
1,1,1,4,12.00938,544.55,0.68,3,3201,20543.8007,0.25151,3.0,0.00357,0.003,0.00321,1237
1,1,1,1,0.0125,537.95,0.49,3,3692,,,3.0,0.0,0.0,0.0,1238
1,1,1,1,0.0125,535.8,0.62,3,3241,1434760.0,16.48733,2.0,0.0,0.0,0.0,1239
9,3,1,44,14.23778,527.41176,0.46,3,7458,,,3.0,0.03236,0.00918,0.01788,1240
